name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-136 c,1389,4.62 Earths,11.754,2014
Kepler-1370 b,2864,4.04 Earths,13.674,2016
Kepler-1370 c,2864,2.15 Earths,13.674,2016
Kepler-1371 b,1468,0.315 Earths,13.834,2016
Kepler-1371 c,1468,0.196 Earths,13.834,2016
Kepler-1372 b,3787,2.15 Earths,15.349,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-136 c,1389,4.62 Earths,11.754,2014
Kepler-1370 b,2864,4.04 Earths,13.674,2016
Kepler-1370 c,2864,2.15 Earths,13.674,2016
Kepler-1371 b,1468,0.315 Earths,13.834,2016
Kepler-1371 c,1468,0.196 Earths,13.834,2016
Kepler-1372 b,3787,2.15 Earths,15.349,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-136 c,1389,4.62 Earths,11.754,2014
Kepler-1370 b,2864,4.04 Earths,13.674,2016
Kepler-1370 c,2864,2.15 Earths,13.674,2016
Kepler-1371 b,1468,0.315 Earths,13.834,2016
Kepler-1371 c,1468,0.196 Earths,13.834,2016
Kepler-1372 b,3787,2.15 Earths,15.349,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-136 c,1389,4.62 Earths,11.754,2014
Kepler-1370 b,2864,4.04 Earths,13.674,2016
Kepler-1370 c,2864,2.15 Earths,13.674,2016
Kepler-1371 b,1468,0.315 Earths,13.834,2016
Kepler-1371 c,1468,0.196 Earths,13.834,2016
Kepler-1372 b,3787,2.15 Earths,15.349,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-136 c,1389,4.62 Earths,11.754,2014
Kepler-1370 b,2864,4.04 Earths,13.674,2016
Kepler-1370 c,2864,2.15 Earths,13.674,2016
Kepler-1371 b,1468,0.315 Earths,13.834,2016
Kepler-1371 c,1468,0.196 Earths,13.834,2016
Kepler-1372 b,3787,2.15 Earths,15.349,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-136 c,1389,4.62 Earths,11.754,2014
Kepler-1370 b,2864,4.04 Earths,13.674,2016
Kepler-1370 c,2864,2.15 Earths,13.674,2016
Kepler-1371 b,1468,0.315 Earths,13.834,2016
Kepler-1371 c,1468,0.196 Earths,13.834,2016
Kepler-1372 b,3787,2.15 Earths,15.349,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-136 c,1389,4.62 Earths,11.754,2014
Kepler-1370 b,2864,4.04 Earths,13.674,2016
Kepler-1370 c,2864,2.15 Earths,13.674,2016
Kepler-1371 b,1468,0.315 Earths,13.834,2016
Kepler-1371 c,1468,0.196 Earths,13.834,2016
Kepler-1372 b,3787,2.15 Earths,15.349,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-136 c,1389,4.62 Earths,11.754,2014
Kepler-1370 b,2864,4.04 Earths,13.674,2016
Kepler-1370 c,2864,2.15 Earths,13.674,2016
Kepler-1371 b,1468,0.315 Earths,13.834,2016
Kepler-1371 c,1468,0.196 Earths,13.834,2016
Kepler-1372 b,3787,2.15 Earths,15.349,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-136 c,1389,4.62 Earths,11.754,2014
Kepler-1370 b,2864,4.04 Earths,13.674,2016
Kepler-1370 c,2864,2.15 Earths,13.674,2016
Kepler-1371 b,1468,0.315 Earths,13.834,2016
Kepler-1371 c,1468,0.196 Earths,13.834,2016
Kepler-1372 b,3787,2.15 Earths,15.349,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-136 c,1389,4.62 Earths,11.754,2014
Kepler-1370 b,2864,4.04 Earths,13.674,2016
Kepler-1370 c,2864,2.15 Earths,13.674,2016
Kepler-1371 b,1468,0.315 Earths,13.834,2016
Kepler-1371 c,1468,0.196 Earths,13.834,2016
Kepler-1372 b,3787,2.15 Earths,15.349,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-136 c,1389,4.62 Earths,11.754,2014
Kepler-1370 b,2864,4.04 Earths,13.674,2016
Kepler-1370 c,2864,2.15 Earths,13.674,2016
Kepler-1371 b,1468,0.315 Earths,13.834,2016
Kepler-1371 c,1468,0.196 Earths,13.834,2016
Kepler-1372 b,3787,2.15 Earths,15.349,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-136 c,1389,4.62 Earths,11.754,2014
Kepler-1370 b,2864,4.04 Earths,13.674,2016
Kepler-1370 c,2864,2.15 Earths,13.674,2016
Kepler-1371 b,1468,0.315 Earths,13.834,2016
Kepler-1371 c,1468,0.196 Earths,13.834,2016
Kepler-1372 b,3787,2.15 Earths,15.349,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-136 c,1389,4.62 Earths,11.754,2014
Kepler-1370 b,2864,4.04 Earths,13.674,2016
Kepler-1370 c,2864,2.15 Earths,13.674,2016
Kepler-1371 b,1468,0.315 Earths,13.834,2016
Kepler-1371 c,1468,0.196 Earths,13.834,2016
Kepler-1372 b,3787,2.15 Earths,15.349,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-136 c,1389,4.62 Earths,11.754,2014
Kepler-1370 b,2864,4.04 Earths,13.674,2016
Kepler-1370 c,2864,2.15 Earths,13.674,2016
Kepler-1371 b,1468,0.315 Earths,13.834,2016
Kepler-1371 c,1468,0.196 Earths,13.834,2016
Kepler-1372 b,3787,2.15 Earths,15.349,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-136 c,1389,4.62 Earths,11.754,2014
Kepler-1370 b,2864,4.04 Earths,13.674,2016
Kepler-1370 c,2864,2.15 Earths,13.674,2016
Kepler-1371 b,1468,0.315 Earths,13.834,2016
Kepler-1371 c,1468,0.196 Earths,13.834,2016
Kepler-1372 b,3787,2.15 Earths,15.349,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-136 c,1389,4.62 Earths,11.754,2014
Kepler-1370 b,2864,4.04 Earths,13.674,2016
Kepler-1370 c,2864,2.15 Earths,13.674,2016
Kepler-1371 b,1468,0.315 Earths,13.834,2016
Kepler-1371 c,1468,0.196 Earths,13.834,2016
Kepler-1372 b,3787,2.15 Earths,15.349,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-136 c,1389,4.62 Earths,11.754,2014
Kepler-1370 b,2864,4.04 Earths,13.674,2016
Kepler-1370 c,2864,2.15 Earths,13.674,2016
Kepler-1371 b,1468,0.315 Earths,13.834,2016
Kepler-1371 c,1468,0.196 Earths,13.834,2016
Kepler-1372 b,3787,2.15 Earths,15.349,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-136 c,1389,4.62 Earths,11.754,2014
Kepler-1370 b,2864,4.04 Earths,13.674,2016
Kepler-1370 c,2864,2.15 Earths,13.674,2016
Kepler-1371 b,1468,0.315 Earths,13.834,2016
Kepler-1371 c,1468,0.196 Earths,13.834,2016
Kepler-1372 b,3787,2.15 Earths,15.349,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-136 c,1389,4.62 Earths,11.754,2014
Kepler-1370 b,2864,4.04 Earths,13.674,2016
Kepler-1370 c,2864,2.15 Earths,13.674,2016
Kepler-1371 b,1468,0.315 Earths,13.834,2016
Kepler-1371 c,1468,0.196 Earths,13.834,2016
Kepler-1372 b,3787,2.15 Earths,15.349,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-1377 b,3324,2.1 Earths,15.889,2016
Kepler-1378 b,1833,5.48 Earths,16.054,2016
Kepler-1379 b,3102,2.24 Earths,15.853,2016
Kepler-137 b,997,2.76 Earths,12.941,2014
Kepler-137 c,997,4.19 Earths,12.941,2014
Kepler-1380 b,3944,2.63 Earths,15.614,2016
Kepler-1381 b,4260,5.69 Earths,15.478,2016
Kepler-1382 b,2381,4.19 Earths,12.757,2016
Kepler-1383 b,3135,2.57 Earths,13.708,2016
Kepler-1384 b,2016,4.42 Earths,15.446,2016
Kepler-1385 b,1719,0.543 Earths,12.844,2016
Kepler-1386 b,2734,2.07 Earths,14.417,2016
Kepler-1387 b,1602,0.749 Earths,14.58,2016
Kepler-1388 b,1605,7.22 Earths,16.294,2016
Kepler-1388 c,1605,5.73 Earths,16.294,2016
Kepler-1388 d,1605,8.55 Earths,16.294,2016
Kepler-1388 e,1605,6.62 Earths,16.294,2016
Kepler-1389 b,1700,3.78 Earths,14.684,2016
Kepler-138 b,219,0.066 Earths,12.472,2014
Kepler-138 c,219,1.97 Earths,12.472,2014
Kepler-1447 b,2841,8.75 Earths,14.664,2016
Kepler-1448 b,2564,3.22 Earths,14.38,2016
Kepler-1449 b,4309,3.46 Earths,15.031,2016
Kepler-144 b,1270,2.33 Earths,11.944,2014
Kepler-144 c,1270,2.39 Earths,11.944,2014
Kepler-1450 b,1598,3.57 Earths,15.489,2016
Kepler-1451 b,3781,11.2 Earths,15.3,2016
Kepler-1452 b,3177,7.75 Earths,13.071,2016
Kepler-1453 b,4188,7.61 Earths,15.528,2016
Kepler-1454 b,2593,4.19 Earths,14.899,2016
Kepler-1455 b,1279,5.31 Earths,15.866,2016
Kepler-1456 b,1236,1.55 Earths,15.445,2016
Kepler-1457 b,2375,4.62 Earths,14.028,2016
Kepler-1458 b,2094,8.05 Earths,14.2,2016
Kepler-1459 b,1419,2.42 Earths,14.552,2016
Kepler-145 b,1879,37.1 Earths,11.875,2013
Kepler-145 c,1879,0.25 Jupiters,11.875,2013
Kepler-1460 b,1872,4.5 Earths,15.919,2016
Kepler-1461 b,2453,4.78 Earths,15.695,2016
Kepler-1462 b,4462,14 Earths,15.856,2016
Kepler-1463 b,4374,4.12 Earths,15.724,2016
Kepler-1464 b,2257,3.39 Earths,14.13,2016
Kepler-1464 c,2257,0.972 Earths,14.13,2016
Kepler-1465 b,1142,3.78 Earths,14.42,2016
Kepler-1466 b,2238,3.02 Earths,13.869,2016
Kepler-1467 b,2903,10.9 Earths,15.521,2016
Kepler-1468 b,3686,3.64 Earths,14.952,2016
Kepler-1468 c,3686,1.6 Earths,14.952,2016
Kepler-1469 b,4094,8.25 Earths,15.989,2016
Kepler-146 b,2387,13.3 Earths,13.803,2014
Kepler-146 c,2387,9.96 Earths,13.803,2014
Kepler-1470 b,1856,1.24 Earths,15.044,2016
Kepler-1471 b,3454,2.57 Earths,15.246,2016
Kepler-1472 b,4139,4.27 Earths,14.59,2016
Kepler-1473 b,2039,1.81 Earths,13.368,2016
Kepler-1474 b,3960,5.31 Earths,15.217,2016
Kepler-1475 b,5591,8.85 Earths,15.277,2016
Kepler-1476 b,3973,3.43 Earths,15.409,2016
Kepler-1477 b,1713,1.76 Earths,14.576,2016
Kepler-1478 b,4583,3.64 Earths,15.399,2016
Kepler-1479 b,2019,4.01 Earths,13.733,2016
Kepler-147 b,3503,2.96 Earths,13.915,2014
Kepler-147 c,3503,6.48 Earths,13.915,2014
Kepler-1480 b,1761,3.43 Earths,14.482,2016
Kepler-1481 b,1608,2.04 Earths,14.743,2016
Kepler-1482 b,1442,1.01 Earths,13.73,2016
Kepler-1483 b,4329,2.92 Earths,14.423,2016
Kepler-1484 b,3572,5.1 Earths,15.247,2016
Kepler-1485 b,1794,2.76 Earths,13.18,2016
Kepler-1486 b,4779,5.99 Earths,15.294,2016
Kepler-1487 b,3569,5.18 Earths,13.451,2016
Kepler-1488 b,2016,4.12 Earths,13.077,2016
Kepler-1489 b,2838,3.78 Earths,14.808,2016
Kepler-148 b,2640,3.89 Earths,15.336,2014
Kepler-148 c,2640,12.6 Earths,15.336,2014
Kepler-148 d,2640,0.177 Jupiters,15.336,2016
Kepler-1490 b,3158,9.48 Earths,15.418,2016
Kepler-1491 b,4280,2.89 Earths,15.57,2016
Kepler-1492 b,1210,2.83 Earths,14.496,2016
Kepler-1493 b,1866,2.57 Earths,13.861,2016
Kepler-1494 b,3454,9.64 Earths,15.217,2016
Kepler-1495 b,4263,8.96 Earths,15.625,2016
Kepler-1496 b,4218,5.56 Earths,14.682,2016
Kepler-1497 b,3660,3.39 Earths,15.376,2016
Kepler-1498 b,2414,2.33 Earths,15.1,2016
Kepler-1499 b,1011,1.81 Earths,13.516,2016
Kepler-149 b,1894,16.5 Earths,14.019,2014
Kepler-149 c,1894,3.22 Earths,14.019,2014
Kepler-149 d,1894,14.9 Earths,14.019,2014
Kepler-14 b,3197,8.4 Jupiters,12.128,2011
Kepler-1500 b,2949,1.87 Earths,14.58,2016
Kepler-1501 b,2897,3.05 Earths,13.646,2016
Kepler-1502 b,5023,10.2 Earths,14.093,2016
Kepler-1503 b,2773,5.77 Earths,15.786,2016
Kepler-1504 b,3357,5.18 Earths,15.631,2016
Kepler-1505 b,1171,0.749 Earths,12.926,2016
Kepler-1506 b,4299,2.3 Earths,15.624,2016
Kepler-1507 b,1116,0.52 Earths,13.104,2016
Kepler-1508 b,2910,2.33 Earths,14.347,2016
Kepler-1509 b,4166,4.08 Earths,15.332,2016
Kepler-150 b,2983,2.1 Earths,14.974,2014
Kepler-150 c,2983,13.2 Earths,14.974,2014
Kepler-150 d,2983,8.2 Earths,14.974,2014
Kepler-150 e,2983,9.91 Earths,14.974,2014
Kepler-150 f,2983,12.9 Earths,14.974,2017
Kepler-1510 b,5268,11.2 Earths,15.142,2016
Kepler-1511 b,2926,3.46 Earths,13.502,2016
Kepler-1512 b,528,1.76 Earths,13.263,2016
Kepler-1513 b,1253,0.17 Jupiters,12.956,2016
Kepler-1514 b,1236,Unknown,11.829,2016
Kepler-1514 c,1236,2.3 Earths,11.829,2020
Kepler-1515 b,1644,0.208 Jupiters,11.998,2016
Kepler-1516 b,2844,3.71 Earths,14.447,2016
Kepler-1517 b,2835,0.216 Jupiters,12.174,2016
Kepler-1518 b,3719,9.53 Earths,13.28,2016
Kepler-1519 b,2799,39.6 Earths,14.803,2016
Kepler-151 b,2160,9.59 Earths,14.719,2014
Kepler-151 c,2160,5.02 Earths,14.719,2014
Kepler-1520 b,2075,28.1 Earths,15.693,2016
Kepler-1521 b,740,6.8 Earths,12.848,2016
Kepler-1514 c,1236,2.3 Earths,11.829,2020
Kepler-1515 b,1644,0.208 Jupiters,11.998,2016
Kepler-1516 b,2844,3.71 Earths,14.447,2016
Kepler-1517 b,2835,0.216 Jupiters,12.174,2016
Kepler-1518 b,3719,9.53 Earths,13.28,2016
Kepler-1519 b,2799,39.6 Earths,14.803,2016
Kepler-151 b,2160,9.59 Earths,14.719,2014
Kepler-151 c,2160,5.02 Earths,14.719,2014
Kepler-1520 b,2075,28.1 Earths,15.693,2016
Kepler-1521 b,740,6.8 Earths,12.848,2016
Kepler-1514 c,1236,2.3 Earths,11.829,2020
Kepler-1515 b,1644,0.208 Jupiters,11.998,2016
Kepler-1516 b,2844,3.71 Earths,14.447,2016
Kepler-1517 b,2835,0.216 Jupiters,12.174,2016
Kepler-1518 b,3719,9.53 Earths,13.28,2016
Kepler-1519 b,2799,39.6 Earths,14.803,2016
Kepler-151 b,2160,9.59 Earths,14.719,2014
Kepler-151 c,2160,5.02 Earths,14.719,2014
Kepler-1520 b,2075,28.1 Earths,15.693,2016
Kepler-1521 b,740,6.8 Earths,12.848,2016
Kepler-1522 b,2251,3.64 Earths,14.196,2016
Kepler-1523 b,2995,3.12 Earths,14.837,2016
Kepler-1524 b,1651,12.3 Earths,12.7,2016
Kepler-1525 b,1292,0.693 Earths,12.692,2016
Kepler-1526 b,1879,6.48 Earths,15.655,2016
Kepler-1527 b,5089,20.4 Earths,15.078,2016
Kepler-1528 b,2988,2.73 Earths,14.476,2016
Kepler-1529 b,2228,5.06 Earths,15.388,2016
Kepler-152 b,1457,8.2 Earths,14.244,2014
Kepler-152 c,1457,6.3 Earths,14.244,2014
Kepler-1522 b,2251,3.64 Earths,14.196,2016
Kepler-1523 b,2995,3.12 Earths,14.837,2016
Kepler-1524 b,1651,12.3 Earths,12.7,2016
Kepler-1525 b,1292,0.693 Earths,12.692,2016
Kepler-1526 b,1879,6.48 Earths,15.655,2016
Kepler-1527 b,5089,20.4 Earths,15.078,2016
Kepler-1528 b,2988,2.73 Earths,14.476,2016
Kepler-1529 b,2228,5.06 Earths,15.388,2016
Kepler-152 b,1457,8.2 Earths,14.244,2014
Kepler-152 c,1457,6.3 Earths,14.244,2014
Kepler-1522 b,2251,3.64 Earths,14.196,2016
Kepler-1523 b,2995,3.12 Earths,14.837,2016
Kepler-1524 b,1651,12.3 Earths,12.7,2016
Kepler-1525 b,1292,0.693 Earths,12.692,2016
Kepler-1526 b,1879,6.48 Earths,15.655,2016
Kepler-1527 b,5089,20.4 Earths,15.078,2016
Kepler-1528 b,2988,2.73 Earths,14.476,2016
Kepler-1529 b,2228,5.06 Earths,15.388,2016
Kepler-152 b,1457,8.2 Earths,14.244,2014
Kepler-152 c,1457,6.3 Earths,14.244,2014
Kepler-1522 b,2251,3.64 Earths,14.196,2016
Kepler-1523 b,2995,3.12 Earths,14.837,2016
Kepler-1524 b,1651,12.3 Earths,12.7,2016
Kepler-1525 b,1292,0.693 Earths,12.692,2016
Kepler-1526 b,1879,6.48 Earths,15.655,2016
Kepler-1527 b,5089,20.4 Earths,15.078,2016
Kepler-1528 b,2988,2.73 Earths,14.476,2016
Kepler-1529 b,2228,5.06 Earths,15.388,2016
Kepler-152 b,1457,8.2 Earths,14.244,2014
Kepler-152 c,1457,6.3 Earths,14.244,2014
Kepler-1522 b,2251,3.64 Earths,14.196,2016
Kepler-1523 b,2995,3.12 Earths,14.837,2016
Kepler-1524 b,1651,12.3 Earths,12.7,2016
Kepler-1525 b,1292,0.693 Earths,12.692,2016
Kepler-1526 b,1879,6.48 Earths,15.655,2016
Kepler-1527 b,5089,20.4 Earths,15.078,2016
Kepler-1528 b,2988,2.73 Earths,14.476,2016
Kepler-1529 b,2228,5.06 Earths,15.388,2016
Kepler-152 b,1457,8.2 Earths,14.244,2014
Kepler-152 c,1457,6.3 Earths,14.244,2014
Kepler-1522 b,2251,3.64 Earths,14.196,2016
Kepler-1523 b,2995,3.12 Earths,14.837,2016
Kepler-1524 b,1651,12.3 Earths,12.7,2016
Kepler-1525 b,1292,0.693 Earths,12.692,2016
Kepler-1526 b,1879,6.48 Earths,15.655,2016
Kepler-1527 b,5089,20.4 Earths,15.078,2016
Kepler-1528 b,2988,2.73 Earths,14.476,2016
Kepler-1529 b,2228,5.06 Earths,15.388,2016
Kepler-152 b,1457,8.2 Earths,14.244,2014
Kepler-152 c,1457,6.3 Earths,14.244,2014
Kepler-1522 b,2251,3.64 Earths,14.196,2016
Kepler-1523 b,2995,3.12 Earths,14.837,2016
Kepler-1524 b,1651,12.3 Earths,12.7,2016
Kepler-1525 b,1292,0.693 Earths,12.692,2016
Kepler-1526 b,1879,6.48 Earths,15.655,2016
Kepler-1527 b,5089,20.4 Earths,15.078,2016
Kepler-1528 b,2988,2.73 Earths,14.476,2016
Kepler-1529 b,2228,5.06 Earths,15.388,2016
Kepler-152 b,1457,8.2 Earths,14.244,2014
Kepler-152 c,1457,6.3 Earths,14.244,2014
Kepler-1522 b,2251,3.64 Earths,14.196,2016
Kepler-1523 b,2995,3.12 Earths,14.837,2016
Kepler-1524 b,1651,12.3 Earths,12.7,2016
Kepler-1525 b,1292,0.693 Earths,12.692,2016
Kepler-1526 b,1879,6.48 Earths,15.655,2016
Kepler-1527 b,5089,20.4 Earths,15.078,2016
Kepler-1528 b,2988,2.73 Earths,14.476,2016
Kepler-1529 b,2228,5.06 Earths,15.388,2016
Kepler-152 b,1457,8.2 Earths,14.244,2014
Kepler-152 c,1457,6.3 Earths,14.244,2014
Kepler-1522 b,2251,3.64 Earths,14.196,2016
Kepler-1523 b,2995,3.12 Earths,14.837,2016
Kepler-1524 b,1651,12.3 Earths,12.7,2016
Kepler-1525 b,1292,0.693 Earths,12.692,2016
Kepler-1526 b,1879,6.48 Earths,15.655,2016
Kepler-1527 b,5089,20.4 Earths,15.078,2016
Kepler-1528 b,2988,2.73 Earths,14.476,2016
Kepler-1529 b,2228,5.06 Earths,15.388,2016
Kepler-152 b,1457,8.2 Earths,14.244,2014
Kepler-152 c,1457,6.3 Earths,14.244,2014
Kepler-1522 b,2251,3.64 Earths,14.196,2016
Kepler-1523 b,2995,3.12 Earths,14.837,2016
Kepler-1524 b,1651,12.3 Earths,12.7,2016
Kepler-1525 b,1292,0.693 Earths,12.692,2016
Kepler-1526 b,1879,6.48 Earths,15.655,2016
Kepler-1527 b,5089,20.4 Earths,15.078,2016
Kepler-1528 b,2988,2.73 Earths,14.476,2016
Kepler-1529 b,2228,5.06 Earths,15.388,2016
Kepler-152 b,1457,8.2 Earths,14.244,2014
Kepler-152 c,1457,6.3 Earths,14.244,2014
Kepler-1544 b,1138,3.82 Earths,14.039,2016
Kepler-1545 b,2244,7.75 Earths,15.033,2016
Kepler-1546 b,3242,9.96 Earths,15.368,2016
Kepler-1547 b,2169,0.666 Earths,13.408,2016
Kepler-1548 b,3751,7.46 Earths,15.245,2016
Kepler-1549 b,2584,7.13 Earths,15.152,2016
Kepler-154 b,3066,5.73 Earths,14.512,2014
Kepler-154 c,3066,9.01 Earths,14.512,2014
Kepler-154 d,3066,14.1 Earths,14.512,2016
Kepler-154 e,3066,2.86 Earths,14.512,2016
Kepler-1544 b,1138,3.82 Earths,14.039,2016
Kepler-1545 b,2244,7.75 Earths,15.033,2016
Kepler-1546 b,3242,9.96 Earths,15.368,2016
Kepler-1547 b,2169,0.666 Earths,13.408,2016
Kepler-1548 b,3751,7.46 Earths,15.245,2016
Kepler-1549 b,2584,7.13 Earths,15.152,2016
Kepler-154 b,3066,5.73 Earths,14.512,2014
Kepler-154 c,3066,9.01 Earths,14.512,2014
Kepler-154 d,3066,14.1 Earths,14.512,2016
Kepler-154 e,3066,2.86 Earths,14.512,2016
Kepler-1544 b,1138,3.82 Earths,14.039,2016
Kepler-1545 b,2244,7.75 Earths,15.033,2016
Kepler-1546 b,3242,9.96 Earths,15.368,2016
Kepler-1547 b,2169,0.666 Earths,13.408,2016
Kepler-1548 b,3751,7.46 Earths,15.245,2016
Kepler-1549 b,2584,7.13 Earths,15.152,2016
Kepler-154 b,3066,5.73 Earths,14.512,2014
Kepler-154 c,3066,9.01 Earths,14.512,2014
Kepler-154 d,3066,14.1 Earths,14.512,2016
Kepler-154 e,3066,2.86 Earths,14.512,2016
Kepler-1544 b,1138,3.82 Earths,14.039,2016
Kepler-1545 b,2244,7.75 Earths,15.033,2016
Kepler-1546 b,3242,9.96 Earths,15.368,2016
Kepler-1547 b,2169,0.666 Earths,13.408,2016
Kepler-1548 b,3751,7.46 Earths,15.245,2016
Kepler-1549 b,2584,7.13 Earths,15.152,2016
Kepler-154 b,3066,5.73 Earths,14.512,2014
Kepler-154 c,3066,9.01 Earths,14.512,2014
Kepler-154 d,3066,14.1 Earths,14.512,2016
Kepler-154 e,3066,2.86 Earths,14.512,2016
Kepler-1544 b,1138,3.82 Earths,14.039,2016
Kepler-1545 b,2244,7.75 Earths,15.033,2016
Kepler-1546 b,3242,9.96 Earths,15.368,2016
Kepler-1547 b,2169,0.666 Earths,13.408,2016
Kepler-1548 b,3751,7.46 Earths,15.245,2016
Kepler-1549 b,2584,7.13 Earths,15.152,2016
Kepler-154 b,3066,5.73 Earths,14.512,2014
Kepler-154 c,3066,9.01 Earths,14.512,2014
Kepler-154 d,3066,14.1 Earths,14.512,2016
Kepler-154 e,3066,2.86 Earths,14.512,2016
Kepler-1544 b,1138,3.82 Earths,14.039,2016
Kepler-1545 b,2244,7.75 Earths,15.033,2016
Kepler-1546 b,3242,9.96 Earths,15.368,2016
Kepler-1547 b,2169,0.666 Earths,13.408,2016
Kepler-1548 b,3751,7.46 Earths,15.245,2016
Kepler-1549 b,2584,7.13 Earths,15.152,2016
Kepler-154 b,3066,5.73 Earths,14.512,2014
Kepler-154 c,3066,9.01 Earths,14.512,2014
Kepler-154 d,3066,14.1 Earths,14.512,2016
Kepler-154 e,3066,2.86 Earths,14.512,2016
Kepler-1544 b,1138,3.82 Earths,14.039,2016
Kepler-1545 b,2244,7.75 Earths,15.033,2016
Kepler-1546 b,3242,9.96 Earths,15.368,2016
Kepler-1547 b,2169,0.666 Earths,13.408,2016
Kepler-1548 b,3751,7.46 Earths,15.245,2016
Kepler-1549 b,2584,7.13 Earths,15.152,2016
Kepler-154 b,3066,5.73 Earths,14.512,2014
Kepler-154 c,3066,9.01 Earths,14.512,2014
Kepler-154 d,3066,14.1 Earths,14.512,2016
